id,first_name,last_name,type,state,district,party,twitter_handle,state_name,rep_name,district_name,total_loss,nonelderly_subtotal,medicaid_adults,medicaid_children,medicaid_disabled,medicid_expansion,medicaid_elderly,indiv_market
H001061,John,Hoeven,sen,ND,,Republican,SenJohnHoeven,North Dakota,,,25100.0,12600.0,1600.0,5600.0,900.0,4400.0,1400.0,12500.0
H000874,Steny,Hoyer,rep,MD,5.0,Democrat,WhipHoyer,Maryland,Steny H. Hoyer (MD-5),(MD-5),22600.0,16300.0,3600.0,5800.0,900.0,6000.0,1100.0,6400.0
H001058,Bill,Huizenga,rep,MI,2.0,Republican,RepHuizenga,Michigan,Bill Huizenga (MI-2),(MI-2),33900.0,26100.0,3700.0,10200.0,2200.0,10000.0,1900.0,7800.0
H001059,Randy,Hultgren,rep,IL,14.0,Republican,RepHultgren,Illinois,Randy Hultgren (IL-14),(IL-14),27500.0,13800.0,3000.0,6300.0,800.0,3800.0,1000.0,13700.0
H001048,Duncan,Hunter,rep,CA,50.0,Republican,Rep_Hunter,California,Duncan Hunter (CA-50),(CA-50),43500.0,27400.0,3900.0,7800.0,1600.0,14200.0,2200.0,16000.0
I000055,John,Isakson,sen,GA,,Republican,SenatorIsakson,Georgia,,,963200.0,701600.0,27300.0,149200.0,25500.0,499500.0,24300.0,261400.0
I000056,Darrell,Issa,rep,CA,49.0,Republican,DarrellIssa,California,Darrell E. Issa (CA-49),(CA-49),33600.0,17300.0,2200.0,4400.0,900.0,9800.0,1400.0,16300.0
J000032,Sheila,Jackson Lee,rep,TX,18.0,Democrat,JacksonLeeTX18,Texas,Sheila Jackson Lee (TX-18),(TX-18),92100.0,75200.0,1900.0,19900.0,2700.0,50700.0,2100.0,16900.0
J000290,Lynn,Jenkins,rep,KS,2.0,Republican,RepLynnJenkins,Kansas,Lynn Jenkins (KS-2),(KS-2),50300.0,35800.0,1600.0,8900.0,1600.0,23700.0,1600.0,14500.0
J000292,Bill,Johnson,rep,OH,6.0,Republican,RepBillJohnson,Ohio,Bill Johnson (OH-6),(OH-6),31200.0,27000.0,5100.0,9600.0,1900.0,10400.0,2300.0,4200.0
J000126,Eddie,Johnson,rep,TX,30.0,Democrat,RepEBJ,Texas,Eddie Bernice Johnson (TX-30),(TX-30),88500.0,72400.0,1800.0,18900.0,2600.0,49000.0,2100.0,16200.0
J000288,Henry,Johnson,rep,GA,4.0,Democrat,RepHankJohnson,Georgia,"Henry C. ""Hank"" Johnson, Jr. (GA-4)",(GA-4),78900.0,53900.0,2200.0,11900.0,2000.0,37900.0,1500.0,25000.0
J000293,Ron,Johnson,sen,WI,,Republican,SenRonJohnson,Wisconsin,,,394100.0,241300.0,41900.0,62800.0,15400.0,121400.0,23500.0,152500.0
J000174,Sam,Johnson,rep,TX,3.0,Republican,SamsPressShop,Texas,Sam Johnson (TX-3),(TX-3),41600.0,23300.0,400.0,4300.0,600.0,18000.0,900.0,18300.0
J000255,Walter,Jones,rep,NC,3.0,Republican,RepWalterJones,North Carolina,Walter B. Jones (NC-3),(NC-3),95000.0,47700.0,2200.0,10900.0,2200.0,32400.0,3000.0,47400.0
J000289,Jim,Jordan,rep,OH,4.0,Republican,Jim_Jordan,Ohio,Jim Jordan (OH-4),(OH-4),27100.0,23400.0,4500.0,8500.0,1700.0,8800.0,1900.0,3700.0
K000009,Marcy,Kaptur,rep,OH,9.0,Democrat,RepMarcyKaptur,Ohio,Marcy Kaptur (OH-9),(OH-9),38400.0,34100.0,6400.0,12100.0,2400.0,13200.0,2200.0,4400.0
K000375,William,Keating,rep,MA,9.0,Democrat,USRepKeating,Massachusetts,William R. Keating (MA-9),(MA-9),30000.0,27100.0,6800.0,7000.0,4400.0,9000.0,3700.0,2800.0
K000376,Mike,Kelly,rep,PA,3.0,Republican,MikeKellyPA,Pennsylvania,Mike Kelly (PA-3),(PA-3),37000.0,24200.0,2500.0,9100.0,3800.0,8700.0,3300.0,12900.0
K000188,Ron,Kind,rep,WI,3.0,Democrat,RepRonKind,Wisconsin,Ron Kind (WI-3),(WI-3),48800.0,29400.0,4900.0,7300.0,1800.0,15500.0,3400.0,19300.0
K000210,Peter,King,rep,NY,2.0,Republican,RepPeteKing,New York,Peter T. King (NY-2),(NY-2),24800.0,19600.0,4900.0,4600.0,1000.0,9200.0,1800.0,5200.0
K000362,Steve,King,rep,IA,4.0,Republican,SteveKingIA,Iowa,Steve King (IA-4),(IA-4),31000.0,23100.0,4200.0,8200.0,1700.0,9100.0,2000.0,8000.0
K000378,Adam,Kinzinger,rep,IL,16.0,Republican,RepKinzinger,Illinois,Adam Kinzinger (IL-16),(IL-16),31000.0,19700.0,4100.0,8700.0,1100.0,5800.0,2100.0,11300.0
L000573,Raúl,Labrador,rep,ID,1.0,Republican,Raul_Labrador,Idaho,Raúl R. Labrador (ID-1),(ID-1),72200.0,43900.0,2600.0,11000.0,1900.0,28400.0,2100.0,28300.0
L000564,Doug,Lamborn,rep,CO,5.0,Republican,RepDLamborn,Colorado,Doug Lamborn (CO-5),(CO-5),29200.0,24200.0,3000.0,8400.0,1300.0,11500.0,1300.0,5000.0
L000567,Leonard,Lance,rep,NJ,7.0,Republican,RepLanceNJ7,New Jersey,Leonard Lance (NJ-7),(NJ-7),22300.0,9900.0,800.0,3700.0,700.0,4600.0,1300.0,12400.0
L000559,James,Langevin,rep,RI,2.0,Democrat,JimLangevin,Rhode Island,James R. Langevin (RI-2),(RI-2),20100.0,14900.0,2800.0,5300.0,1800.0,5000.0,1800.0,5300.0
L000575,James,Lankford,sen,OK,,Republican,SenatorLankford,Oklahoma,,,395100.0,238100.0,14400.0,57900.0,9600.0,156400.0,12000.0,157000.0
L000560,Rick,Larsen,rep,WA,2.0,Democrat,RepRickLarsen,Washington,Rick Larsen (WA-2),(WA-2),27600.0,23800.0,1600.0,9200.0,1500.0,11500.0,1800.0,3800.0
L000557,John,Larson,rep,CT,1.0,Democrat,RepJohnLarson,Connecticut,John B. Larson (CT-1),(CT-1),43400.0,26200.0,7100.0,8100.0,1000.0,10100.0,2300.0,17200.0
L000566,Robert,Latta,rep,OH,5.0,Republican,BobLatta,Ohio,Robert E. Latta (OH-5),(OH-5),22800.0,18800.0,3500.0,6600.0,1300.0,7400.0,1600.0,4000.0
L000174,Patrick,Leahy,sen,VT,,Democrat,SenatorLeahy,Vermont,,,51200.0,32900.0,8900.0,7800.0,1900.0,14300.0,3100.0,18400.0
L000551,Barbara,Lee,rep,CA,13.0,Democrat,RepBarbaraLee,California,Barbara Lee (CA-13),(CA-13),45200.0,29800.0,4900.0,9600.0,1900.0,13300.0,4000.0,15500.0
L000577,Mike,Lee,sen,UT,,Republican,SenMikeLee,Utah,,,186000.0,119100.0,9000.0,26400.0,3900.0,79800.0,3900.0,66900.0
L000263,Sander,Levin,rep,MI,9.0,Democrat,RepSandyLevin,Michigan,Sander M. Levin (MI-9),(MI-9),35500.0,25500.0,3700.0,10500.0,2300.0,9000.0,2600.0,10000.0
L000287,John,Lewis,rep,GA,5.0,Democrat,RepJohnLewis,Georgia,John Lewis (GA-5),(GA-5),82300.0,60000.0,2400.0,12900.0,2200.0,42500.0,1900.0,22300.0
L000563,Daniel,Lipinski,rep,IL,3.0,Democrat,RepLipinski,Illinois,Daniel Lipinski (IL-3),(IL-3),38500.0,25800.0,5000.0,10500.0,1300.0,9000.0,1800.0,12700.0
L000554,Frank,LoBiondo,rep,NJ,2.0,Republican,RepLoBiondo,New Jersey,Frank A. LoBiondo (NJ-2),(NJ-2),39000.0,26900.0,2400.0,10800.0,2200.0,11600.0,2300.0,12100.0
L000565,David,Loebsack,rep,IA,2.0,Democrat,DaveLoebsack,Iowa,David Loebsack (IA-2),(IA-2),33300.0,24900.0,4700.0,9200.0,1900.0,9000.0,2000.0,8400.0
L000397,Zoe,Lofgren,rep,CA,19.0,Democrat,RepZoeLofgren,California,Zoe Lofgren (CA-19),(CA-19),42700.0,29800.0,5300.0,10500.0,2100.0,11900.0,5300.0,12900.0
L000576,Billy,Long,rep,MO,7.0,Republican,USRepLong,Missouri,Billy Long (MO-7),(MO-7),74400.0,49700.0,1900.0,9800.0,2200.0,35800.0,2300.0,24700.0
L000480,Nita,Lowey,rep,NY,17.0,Democrat,NitaLowey,New York,Nita M. Lowey (NY-17),(NY-17),34900.0,30200.0,6700.0,6300.0,1400.0,15800.0,2600.0,4700.0
L000491,Frank,Lucas,rep,OK,3.0,Republican,RepFrankLucas,Oklahoma,Frank D. Lucas (OK-3),(OK-3),68700.0,39100.0,2500.0,10200.0,1700.0,24700.0,2400.0,29600.0
L000569,Blaine,Luetkemeyer,rep,MO,3.0,Republican,RepBlainePress,Missouri,Blaine Luetkemeyer (MO-3),(MO-3),46700.0,27400.0,1300.0,7000.0,1600.0,17500.0,1600.0,19200.0
L000570,Ben,Luján,rep,NM,3.0,Democrat,RepBenRayLujan,New Mexico,Ben Ray Luján (NM-3),(NM-3),45400.0,39900.0,4300.0,14500.0,1600.0,19600.0,2100.0,5400.0
L000562,Stephen,Lynch,rep,MA,8.0,Democrat,RepStephenLynch,Massachusetts,Stephen F. Lynch (MA-8),(MA-8),25800.0,23000.0,6500.0,6600.0,4100.0,5700.0,4100.0,2800.0
M000087,Carolyn,Maloney,rep,NY,12.0,Democrat,RepMaloney,New York,Carolyn B. Maloney (NY-12),(NY-12),29700.0,23700.0,3800.0,3600.0,800.0,15500.0,3400.0,5900.0
M001158,Kenny,Marchant,rep,TX,24.0,Republican,RepKenMarchant,Texas,Kenny Marchant (TX-24),(TX-24),54800.0,38500.0,800.0,7900.0,1100.0,28800.0,900.0,16300.0
M001179,Tom,Marino,rep,PA,10.0,Republican,RepTomMarino,Pennsylvania,Tom Marino (PA-10),(PA-10),37700.0,20500.0,2100.0,7500.0,3100.0,7700.0,3000.0,17200.0
M000133,Edward,Markey,sen,MA,,Democrat,SenMarkey,Massachusetts,,,285300.0,259800.0,64100.0,65500.0,40900.0,89500.0,37200.0,25200.0
M001163,Doris,Matsui,rep,CA,6.0,Democrat,DorisMatsui,California,Doris O. Matsui (CA-6),(CA-6),55400.0,42600.0,7200.0,14300.0,2900.0,18200.0,3600.0,12800.0
M000303,John,McCain,sen,AZ,,Republican,SenJohnMcCain,Arizona,,,461000.0,246200.0,51600.0,87800.0,12600.0,94300.0,18100.0,215100.0
M001165,Kevin,McCarthy,rep,CA,23.0,Republican,GOPLeader,California,Kevin McCarthy (CA-23),(CA-23),46000.0,35500.0,6000.0,11800.0,2400.0,15400.0,2500.0,10500.0
M001157,Michael,McCaul,rep,TX,10.0,Republican,RepMcCaul,Texas,Michael T. McCaul (TX-10),(TX-10),55800.0,38700.0,900.0,9300.0,1300.0,27300.0,1100.0,17100.0
M001177,Tom,McClintock,rep,CA,4.0,Republican,RepMcClintock,California,Tom McClintock (CA-4),(CA-4),33600.0,19000.0,3200.0,6300.0,1300.0,8300.0,2700.0,14600.0
M001143,Betty,McCollum,rep,MN,4.0,Democrat,BettyMcCollum04,Minnesota,Betty McCollum (MN-4),(MN-4),30900.0,21200.0,5600.0,7300.0,1500.0,6700.0,1800.0,9700.0
M000312,James,McGovern,rep,MA,2.0,Democrat,RepMcGovern,Massachusetts,James P. McGovern (MA-2),(MA-2),32400.0,29600.0,7300.0,7500.0,4700.0,10100.0,4400.0,2800.0
M001156,Patrick,McHenry,rep,NC,10.0,Republican,PatrickMcHenry,North Carolina,Patrick T. McHenry (NC-10),(NC-10),104400.0,50400.0,2500.0,12200.0,2500.0,33200.0,2800.0,54000.0
M001180,David,McKinley,rep,WV,1.0,Republican,RepMcKinley,West Virginia,David B. McKinley (WV-1),(WV-1),36100.0,24500.0,1800.0,7600.0,2700.0,12300.0,2300.0,11600.0
M001159,Cathy,McMorris Rodgers,rep,WA,5.0,Republican,CathyMcMorris,Washington,Cathy McMorris Rodgers (WA-5),(WA-5),33400.0,30200.0,2100.0,12100.0,1900.0,14100.0,2200.0,3100.0
M001166,Jerry,McNerney,rep,CA,9.0,Democrat,RepMcNerney,California,Jerry McNerney (CA-9),(CA-9),52900.0,40000.0,7000.0,13900.0,2800.0,16300.0,3600.0,12900.0
M001181,Patrick,Meehan,rep,PA,7.0,Republican,RepMeehan,Pennsylvania,Patrick Meehan (PA-7),(PA-7),32500.0,10600.0,1100.0,3900.0,1600.0,4000.0,2000.0,21900.0
M001137,Gregory,Meeks,rep,NY,5.0,Democrat,GregoryMeeks,New York,Gregory W. Meeks (NY-5),(NY-5),55400.0,47500.0,12200.0,11600.0,2600.0,21100.0,5000.0,8000.0
M001160,Gwen,Moore,rep,WI,4.0,Democrat,RepGwenMoore,Wisconsin,Gwen Moore (WI-4),(WI-4),76800.0,58500.0,9900.0,14800.0,3600.0,30200.0,3600.0,18300.0
M000934,Jerry,Moran,sen,KS,,Republican,JerryMoran,Kansas,,,198200.0,135900.0,6200.0,34500.0,6100.0,89000.0,6100.0,62400.0
M001153,Lisa,Murkowski,sen,AK,,Republican,LisaMurkowski,Alaska,,,64500.0,17200.0,3600.0,8900.0,1400.0,3300.0,2000.0,47300.0
M001169,Christopher,Murphy,sen,CT,,Democrat,senmurphyoffice,Connecticut,,,206800.0,120800.0,32400.0,36900.0,4400.0,47000.0,9300.0,86000.0
M001151,Tim,Murphy,rep,PA,18.0,Republican,RepTimMurphy,Pennsylvania,Tim Murphy (PA-18),(PA-18),31900.0,15800.0,1700.0,6000.0,2500.0,5700.0,3100.0,16100.0
M001111,Patty,Murray,sen,WA,,Democrat,PattyMurray,Washington,,,298700.0,264300.0,16700.0,97400.0,15600.0,134600.0,18700.0,34300.0
N000002,Jerrold,Nadler,rep,NY,10.0,Democrat,RepJerryNadler,New York,Jerrold Nadler (NY-10),(NY-10),38600.0,32500.0,9000.0,8500.0,1900.0,13100.0,4200.0,6100.0
N000179,Grace,Napolitano,rep,CA,32.0,Democrat,GraceNapolitano,California,Grace F. Napolitano (CA-32),(CA-32),51800.0,36100.0,6200.0,12200.0,2400.0,15300.0,5100.0,15700.0
N000015,Richard,Neal,rep,MA,1.0,Democrat,RepRichardNeal,Massachusetts,Richard E. Neal (MA-1),(MA-1),41100.0,38200.0,10300.0,10500.0,6600.0,10900.0,4300.0,2800.0
N000184,Kristi,Noem,rep,SD,0.0,Republican,RepKristiNoem,South Dakota,Kristi L. Noem (SD-AL),(SD-AL),63700.0,39500.0,2500.0,10900.0,1600.0,24500.0,1800.0,24300.0
N000147,Eleanor,Norton,rep,DC,0.0,Democrat,EleanorNorton,District of Columbia,Eleanor Holmes Norton (DC-AL),(DC-AL),41200.0,34400.0,9500.0,8300.0,2600.0,14000.0,4500.0,6800.0
N000181,Devin,Nunes,rep,CA,22.0,Republican,Rep_DevinNunes,California,Devin Nunes (CA-22),(CA-22),51300.0,40600.0,7000.0,13900.0,2800.0,16900.0,3000.0,10700.0
O000168,Pete,Olson,rep,TX,22.0,Republican,RepPeteOlson,Texas,Pete Olson (TX-22),(TX-22),45300.0,25300.0,600.0,6200.0,800.0,17700.0,1500.0,20000.0
P000601,Steven,Palazzo,rep,MS,4.0,Republican,CongPalazzo,Mississippi,Steven M. Palazzo (MS-4),(MS-4),64100.0,55000.0,2200.0,13000.0,3000.0,36800.0,2800.0,9100.0
P000034,Frank,Pallone,rep,NJ,6.0,Democrat,FrankPallone,New Jersey,"Frank Pallone, Jr. (NJ-6)",(NJ-6),33700.0,20500.0,1700.0,7600.0,1500.0,9800.0,2100.0,13100.0
P000096,Bill,Pascrell,rep,NJ,9.0,Democrat,BillPascrell,New Jersey,"Bill Pascrell, Jr. (NJ-9)",(NJ-9),47000.0,32700.0,2700.0,12300.0,2500.0,15200.0,2600.0,14200.0
P000603,Rand,Paul,sen,KY,,Republican,,Kentucky,,,231400.0,195300.0,14800.0,61800.0,18200.0,100300.0,15900.0,36200.0
P000594,Erik,Paulsen,rep,MN,3.0,Republican,RepErikPaulsen,Minnesota,Erik Paulsen (MN-3),(MN-3),21900.0,12100.0,3300.0,4300.0,900.0,3500.0,1300.0,9700.0
P000588,Stevan,Pearce,rep,NM,2.0,Republican,RepStevePearce,New Mexico,Stevan Pearce (NM-2),(NM-2),47100.0,42000.0,4600.0,15600.0,1700.0,20100.0,2200.0,5100.0
P000197,Nancy,Pelosi,rep,CA,12.0,Democrat,NancyPelosi,California,Nancy Pelosi (CA-12),(CA-12),37700.0,22100.0,4100.0,8100.0,1600.0,8200.0,6100.0,15600.0
P000593,Ed,Perlmutter,rep,CO,7.0,Democrat,RepPerlmutter,Colorado,Ed Perlmutter (CO-7),(CO-7),33000.0,26700.0,3100.0,8900.0,1400.0,13300.0,1900.0,6300.0
P000595,Gary,Peters,sen,MI,,Democrat,SenGaryPeters,Michigan,,,489400.0,378700.0,53300.0,149200.0,32400.0,143400.0,32400.0,110900.0
P000258,Collin,Peterson,rep,MN,7.0,Democrat,,Minnesota,Collin C. Peterson (MN-7),(MN-7),27500.0,17100.0,5000.0,6600.0,1300.0,4200.0,2800.0,10300.0
P000597,Chellie,Pingree,rep,ME,1.0,Democrat,ChelliePingree,Maine,Chellie Pingree (ME-1),(ME-1),55900.0,27000.0,5100.0,7000.0,2100.0,12900.0,2500.0,28900.0
P000592,Ted,Poe,rep,TX,2.0,Republican,JudgeTedPoe,Texas,Ted Poe (TX-2),(TX-2),54300.0,37400.0,800.0,8300.0,1100.0,27100.0,1200.0,16900.0
P000598,Jared,Polis,rep,CO,2.0,Democrat,RepJaredPolis,Colorado,Jared Polis (CO-2),(CO-2),26900.0,17100.0,1600.0,4700.0,700.0,10000.0,1000.0,9800.0
P000449,Robert,Portman,sen,OH,,Republican,SenRobPortman,Ohio,,,469600.0,396300.0,74400.0,140700.0,27600.0,153500.0,32000.0,73100.0
P000599,Bill,Posey,rep,FL,8.0,Republican,CongBillPosey,Florida,Bill Posey (FL-8),(FL-8),63500.0,40200.0,2400.0,8600.0,1400.0,27800.0,1900.0,23300.0
P000523,David,Price,rep,NC,4.0,Democrat,RepDavidEPrice,North Carolina,David E. Price (NC-4),(NC-4),94800.0,34900.0,1500.0,7500.0,1500.0,24300.0,1400.0,59900.0
Q000023,Mike,Quigley,rep,IL,5.0,Democrat,RepMikeQuigley,Illinois,Mike Quigley (IL-5),(IL-5),29500.0,16500.0,2600.0,5500.0,700.0,7600.0,2400.0,13000.0
R000585,Tom,Reed,rep,NY,23.0,Republican,RepTomReed,New York,Tom Reed (NY-23),(NY-23),37300.0,34000.0,7900.0,7400.0,1700.0,17100.0,2700.0,3300.0
R000578,David,Reichert,rep,WA,8.0,Republican,DaveReichert,Washington,David G. Reichert (WA-8),(WA-8),26400.0,22600.0,1500.0,8800.0,1400.0,11000.0,1300.0,3700.0
R000586,James,Renacci,rep,OH,16.0,Republican,RepJimRenacci,Ohio,James B. Renacci (OH-16),(OH-16),17600.0,12900.0,2500.0,4800.0,900.0,4600.0,1500.0,4700.0
R000588,Cedric,Richmond,rep,LA,2.0,Democrat,RepRichmond,Louisiana,Cedric L. Richmond (LA-2),(LA-2),75600.0,42700.0,7600.0,16100.0,4000.0,15200.0,4900.0,32900.0
R000591,Martha,Roby,rep,AL,2.0,Republican,RepMarthaRoby,Alabama,Martha Roby (AL-2),(AL-2),66500.0,45300.0,1000.0,12800.0,2700.0,28800.0,2300.0,21200.0
R000582,David,Roe,rep,TN,1.0,Republican,DrPhilRoe,Tennessee,David P. Roe (TN-1),(TN-1),75400.0,48800.0,4100.0,11400.0,2100.0,31200.0,2700.0,26600.0
R000395,Harold,Rogers,rep,KY,5.0,Republican,RepHalRogers,Kentucky,Harold Rogers (KY-5),(KY-5),51100.0,45300.0,3700.0,15500.0,4600.0,21500.0,4000.0,5800.0
R000575,Mike,Rogers,rep,AL,3.0,Republican,RepMikeRogersAL,Alabama,Mike Rogers (AL-3),(AL-3),68300.0,46700.0,1000.0,12500.0,2600.0,30500.0,1900.0,21600.0
R000409,Dana,Rohrabacher,rep,CA,48.0,Republican,reprohrabacher,California,Dana Rohrabacher (CA-48),(CA-48),38700.0,22300.0,3000.0,5900.0,1200.0,12300.0,2900.0,16400.0
R000592,Todd,Rokita,rep,IN,4.0,Republican,ToddRokita,Indiana,Todd Rokita (IN-4),(IN-4),25200.0,18900.0,2200.0,7300.0,1300.0,8000.0,1500.0,6400.0
R000583,Thomas,Rooney,rep,FL,17.0,Republican,TomRooney,Florida,Thomas J. Rooney (FL-17),(FL-17),68500.0,47600.0,2800.0,10100.0,1600.0,33000.0,2400.0,21000.0
R000435,Ileana,Ros-Lehtinen,rep,FL,27.0,Republican,RosLehtinen,Florida,Ileana Ros-Lehtinen (FL-27),(FL-27),109100.0,57700.0,3200.0,11500.0,1800.0,41200.0,4700.0,51400.0
R000580,Peter,Roskam,rep,IL,6.0,Republican,PeterRoskam,Illinois,Peter J. Roskam (IL-6),(IL-6),24900.0,10100.0,2100.0,4600.0,600.0,2900.0,1400.0,14800.0
R000593,Dennis,Ross,rep,FL,15.0,Republican,RepDennisRoss,Florida,Dennis A. Ross (FL-15),(FL-15),71500.0,50300.0,3100.0,11300.0,1800.0,34000.0,1800.0,21200.0
R000486,Lucille,Roybal-Allard,rep,CA,40.0,Democrat,RepRoybalAllard,California,Lucille Roybal-Allard (CA-40),(CA-40),81200.0,65500.0,9200.0,18300.0,3700.0,34300.0,4600.0,15700.0
R000487,Edward,Royce,rep,CA,39.0,Republican,RepEdRoyce,California,Edward R. Royce (CA-39),(CA-39),37800.0,22000.0,2900.0,5800.0,1200.0,12200.0,3100.0,15800.0
R000595,Marco,Rubio,sen,FL,,Republican,SenRubioPress,Florida,,,2086500.0,1269000.0,74200.0,267000.0,42900.0,884900.0,60200.0,817500.0
R000576,C.,Ruppersberger,rep,MD,2.0,Democrat,Call_Me_Dutch,Maryland,C. A. Dutch Ruppersberger (MD-2),(MD-2),30700.0,23200.0,5600.0,9000.0,1500.0,7200.0,1700.0,7400.0
R000515,Bobby,Rush,rep,IL,1.0,Democrat,RepBobbyRush,Illinois,Bobby L. Rush (IL-1),(IL-1),42900.0,30200.0,5800.0,12400.0,1600.0,10400.0,3600.0,12700.0
R000570,Paul,Ryan,rep,WI,1.0,Republican,SpeakerRyan,Wisconsin,Paul D. Ryan (WI-1),(WI-1),45500.0,27900.0,4900.0,7400.0,1800.0,13900.0,2600.0,17600.0
R000577,Tim,Ryan,rep,OH,13.0,Democrat,RepTimRyan,Ohio,Tim Ryan (OH-13),(OH-13),33200.0,28300.0,5300.0,10000.0,2000.0,11000.0,2600.0,4900.0
S001177,Gregorio,Sablan,rep,MP,0.0,Democrat,,,,,,,,,,,,
S001168,John,Sarbanes,rep,MD,3.0,Democrat,RepSarbanes,Maryland,John P. Sarbanes (MD-3),(MD-3),26100.0,18300.0,4100.0,6600.0,1100.0,6600.0,1700.0,7700.0
S001176,Steve,Scalise,rep,LA,1.0,Republican,SteveScalise,Louisiana,Steve Scalise (LA-1),(LA-1),53600.0,23200.0,4100.0,8700.0,2100.0,8200.0,3300.0,30400.0
S001145,Janice,Schakowsky,rep,IL,9.0,Democrat,JanSchakowsky,Illinois,Janice D. Schakowsky (IL-9),(IL-9),31700.0,18900.0,3200.0,6800.0,900.0,8100.0,3000.0,12800.0
S001150,Adam,Schiff,rep,CA,28.0,Democrat,RepAdamSchiff,California,Adam B. Schiff (CA-28),(CA-28),45500.0,29800.0,4100.0,8100.0,1600.0,15900.0,7800.0,15700.0
S001180,Kurt,Schrader,rep,OR,5.0,Democrat,RepSchrader,Oregon,Kurt Schrader (OR-5),(OR-5),50400.0,36500.0,4800.0,9500.0,1700.0,20500.0,1700.0,13900.0
S000148,Charles,Schumer,sen,NY,,Democrat,SenSchumer,New York,,,1139000.0,1001700.0,244600.0,231000.0,51500.0,474500.0,103300.0,137500.0
S001183,David,Schweikert,rep,AZ,6.0,Republican,RepDavid,Arizona,David Schweikert (AZ-6),(AZ-6),41300.0,16400.0,3300.0,5600.0,800.0,6700.0,1700.0,24900.0
S001189,Austin,Scott,rep,GA,8.0,Republican,AustinScottGA08,Georgia,Austin Scott (GA-8),(GA-8),66600.0,55200.0,2100.0,11600.0,2000.0,39500.0,2200.0,11400.0
S001157,David,Scott,rep,GA,13.0,Democrat,RepDavidScott,Georgia,David Scott (GA-13),(GA-13),77200.0,54500.0,2100.0,11700.0,2000.0,38700.0,1000.0,22700.0
S000185,Robert,Scott,rep,VA,3.0,Democrat,BobbyScott,Virginia,"Robert C. ""Bobby"" Scott (VA-3)",(VA-3),51900.0,39200.0,2200.0,9500.0,1700.0,25800.0,1700.0,12700.0
S001184,Tim,Scott,sen,SC,,Republican,SenatorTimScott,South Carolina,,,458000.0,305300.0,16100.0,75000.0,14100.0,200100.0,16400.0,152800.0
S000244,F.,Sensenbrenner,rep,WI,5.0,Republican,JimPressOffice,Wisconsin,"F. James Sensenbrenner, Jr. (WI-5)",(WI-5),35900.0,18200.0,3400.0,5100.0,1300.0,8400.0,2600.0,17600.0
S000248,José,Serrano,rep,NY,15.0,Democrat,RepJoseSerrano,New York,José E. Serrano (NY-15),(NY-15),94900.0,89100.0,23300.0,22000.0,4900.0,38900.0,6700.0,5800.0
S000250,Pete,Sessions,rep,TX,32.0,Republican,PeteSessions,Texas,Pete Sessions (TX-32),(TX-32),62500.0,46200.0,1000.0,9900.0,1300.0,34000.0,1200.0,16300.0
S001185,Terri,Sewell,rep,AL,7.0,Democrat,RepTerriSewell,Alabama,Terri A. Sewell (AL-7),(AL-7),78200.0,55300.0,1400.0,17100.0,3600.0,33100.0,2700.0,23000.0
S000320,Richard,Shelby,sen,AL,,Republican,SenShelby,Alabama,,,480500.0,310000.0,6800.0,84300.0,17700.0,200900.0,14600.0,170600.0
S000344,Brad,Sherman,rep,CA,30.0,Democrat,BradSherman,California,Brad Sherman (CA-30),(CA-30),43700.0,28000.0,3600.0,7100.0,1400.0,15900.0,4300.0,15700.0
S000364,John,Shimkus,rep,IL,15.0,Republican,RepShimkus,Illinois,John Shimkus (IL-15),(IL-15),34700.0,23700.0,5200.0,10900.0,1400.0,6200.0,2800.0,11000.0
S001154,Bill,Shuster,rep,PA,9.0,Republican,RepBillShuster,Pennsylvania,Bill Shuster (PA-9),(PA-9),37700.0,23600.0,2400.0,8400.0,3500.0,9400.0,3500.0,14100.0
S001148,Michael,Simpson,rep,ID,2.0,Republican,CongMikeSimpson,Idaho,Michael K. Simpson (ID-2),(ID-2),72500.0,44300.0,2400.0,10100.0,1700.0,30000.0,2000.0,28300.0
S001165,Albio,Sires,rep,NJ,8.0,Democrat,RepSires,New Jersey,Albio Sires (NJ-8),(NJ-8),54800.0,42200.0,3100.0,14100.0,2800.0,22100.0,3300.0,12600.0
